Timestamp: 12/dez/2018 9:08:35
NumberOfPlayers: 3
PlayerFiveMindset: Random
PlayerFourMindset: Defensive
PlayerOneMindset: Smart
PlayerSixMindset: Random
PlayerThreeMindset: Smart
PlayerTwoMindset: Aggressive


"run","tick","RngSeed","play"
1,4177210.0,1544605714695,3,2,2,2
1,4177212.0,1544605714695,3,2,2,1
1,4177214.0,1544605714695,3,2,2,1
1,4177216.0,1544605714695,3,3,2,1
1,4177218.0,1544605714695,3,3,2,1
1,4177220.0,1544605714695,3,3,2,1
1,4177222.0,1544605714695,3,3,2,1
1,4177224.0,1544605714695,3,3,2,4
1,4177226.0,1544605714695,3,3,2,3
1,4177228.0,1544605714695,3,3,2,3
1,4177230.0,1544605714695,3,3,2,3
1,4177232.0,1544605714695,3,3,2,1
1,4177234.0,1544605714695,3,3,2,1
1,4177236.0,1544605714695,3,3,2,1
1,4177238.0,1544605714695,3,3,2,1
1,4177240.0,1544605714695,3,3,2,2
1,4177242.0,1544605714695,3,3,2,2
1,4177244.0,1544605714695,3,3,2,3
1,4177246.0,1544605714695,3,3,2,1
1,4177248.0,1544605714695,3,3,2,2
1,4177250.0,1544605714695,3,3,2,2
1,4177253.0,1544605714695,2,3,2,3
1,4177256.0,1544605714695,2,3,2,1
1,4177258.0,1544605714695,2,3,2,2
1,4177261.0,1544605714695,3,1,2,1
1,4177263.0,1544605714695,3,1,2,1
1,4177265.0,1544605714695,3,1,2,1
1,4177267.0,1544605714695,2,1,2,3
1,4177269.0,1544605714695,2,1,2,2
1,4177271.0,1544605714695,2,1,2,2
1,4177273.0,1544605714695,2,1,2,2
1,4177275.0,1544605714695,3,2,2,2
1,4177277.0,1544605714695,3,2,2,1
1,4177279.0,1544605714695,3,2,2,1
1,4177283.0,1544605714695,1,3,2,1
1,4177285.0,1544605714695,1,3,2,2
1,4177287.0,1544605714695,1,3,2,2
1,4177289.0,1544605714695,1,3,2,1
1,4177291.0,1544605714695,1,3,2,1
1,4177293.0,1544605714695,1,3,2,1
1,4177295.0,1544605714695,3,3,2,3
1,4177297.0,1544605714695,3,3,2,1
1,4177299.0,1544605714695,3,3,2,1
1,4177301.0,1544605714695,3,3,2,1
1,4177303.0,1544605714695,3,2,2,2
1,4177306.0,1544605714695,3,2,2,1
1,4177308.0,1544605714695,1,1,2,1
1,4177310.0,1544605714695,1,1,2,1
1,4177312.0,1544605714695,1,1,2,1
1,4177316.0,1544605714695,2,3,2,1
1,4177318.0,1544605714695,2,3,2,1
1,4177320.0,1544605714695,1,3,2,1
1,4177322.0,1544605714695,1,3,2,1
1,4177324.0,1544605714695,1,3,2,1
1,4177326.0,1544605714695,1,3,2,1
1,4177328.0,1544605714695,1,3,2,1
1,4177330.0,1544605714695,2,3,2,1
1,4177332.0,1544605714695,2,3,2,2
1,4177334.0,1544605714695,2,3,2,1
1,4177336.0,1544605714695,1,3,2,1
1,4177338.0,1544605714695,2,3,2,1
1,4177340.0,1544605714695,2,3,2,1
1,4177342.0,1544605714695,2,3,2,1
1,4177344.0,1544605714695,1,3,2,1
1,4177346.0,1544605714695,1,3,2,1
1,4177348.0,1544605714695,1,3,2,1
1,4177350.0,1544605714695,2,3,2,1
1,4177352.0,1544605714695,2,3,2,1
1,4177354.0,1544605714695,2,3,2,1
1,4177356.0,1544605714695,2,3,2,1
1,4177360.0,1544605714695,3,3,2,1
1,4177362.0,1544605714695,3,3,2,2
1,4177364.0,1544605714695,3,3,2,2
1,4177366.0,1544605714695,2,3,2,1
1,4177368.0,1544605714695,2,3,2,1
1,4177370.0,1544605714695,2,3,2,1
1,4177372.0,1544605714695,3,1,2,1
1,4177374.0,1544605714695,3,1,2,1
1,4177376.0,1544605714695,3,1,2,1
1,4177378.0,1544605714695,3,1,2,1
1,4177380.0,1544605714695,3,1,2,1
1,4177382.0,1544605714695,3,1,2,1
1,4177384.0,1544605714695,3,3,2,1
1,4177386.0,1544605714695,3,3,2,2
1,4177388.0,1544605714695,3,3,2,2
1,4177390.0,1544605714695,3,3,2,1
1,4177392.0,1544605714695,3,3,2,1
1,4177394.0,1544605714695,3,3,2,1
1,4177396.0,1544605714695,2,3,2,1
1,4177398.0,1544605714695,2,3,2,1
1,4177400.0,1544605714695,2,3,2,1
1,4177402.0,1544605714695,3,1,2,1
1,4177404.0,1544605714695,3,1,2,1
1,4177406.0,1544605714695,3,1,2,1
1,4177408.0,1544605714695,3,1,2,1
1,4177410.0,1544605714695,3,1,2,1
1,4177412.0,1544605714695,3,1,2,1
1,4177414.0,1544605714695,3,3,2,1
1,4177416.0,1544605714695,3,3,2,3
1,4177418.0,1544605714695,3,3,2,3
1,4177420.0,1544605714695,3,1,2,1
1,4177422.0,1544605714695,3,1,2,1
1,4177424.0,1544605714695,3,1,2,1
1,4177428.0,1544605714695,1,1,2,1
1,4177430.0,1544605714695,1,1,2,1
1,4177432.0,1544605714695,1,1,2,1
1,4177434.0,1544605714695,3,3,2,1
1,4177436.0,1544605714695,3,3,2,2
1,4177438.0,1544605714695,3,3,2,2
1,4177440.0,1544605714695,1,3,2,1
1,4177442.0,1544605714695,1,3,2,1
1,4177444.0,1544605714695,1,3,2,1
1,4177446.0,1544605714695,1,1,2,1
1,4177448.0,1544605714695,1,1,2,1
1,4177450.0,1544605714695,1,1,2,1
1,4177452.0,1544605714695,3,1,2,1
1,4177454.0,1544605714695,3,1,2,1
1,4177456.0,1544605714695,3,1,2,1
1,4177458.0,1544605714695,1,3,2,1
1,4177460.0,1544605714695,1,3,2,1
1,4177462.0,1544605714695,1,3,2,1
1,4177464.0,1544605714695,1,3,2,1
1,4177466.0,1544605714695,1,3,2,1
1,4177468.0,1544605714695,1,3,2,1
1,4177470.0,1544605714695,1,3,2,1
